DDC,Title,description
310,King Midas & the Golden Touch (Dominie Collection of Traditional Tales),"Young Readers Can't Resist the Magic of Best-Loved Stories Masterfully Retold for Young Readers. Suitable for shared, guided, and independent reading, this collection uses vibrant illustrations to support the text and fully engage second and third graders as well as advanced first graders."
310,Statistik Eine Einführung mit interaktiven Elementen,"Ein sicherer Umgang mit statistischen Methoden wird in vielen Studiengängen erwartet und besitzt für und in Unternehmen eine immer größere Bedeutung. Mit bester Didaktik, Praxisnähe, Interdisziplinarität und hoher Aktualität der Beispiele wird mit diesem Buch die Methodenkompetenz des Lesers geschult. Die einzigartige multimediale Unterstützung des Lesers reicht von Links zu anregenden Artikeln in Zeitungen und Zeitschriften bis hin zu interaktiven Lernobjekten für Desktop, Smartphone oder Tablet, die über QR-Codes aufgerufen werden können. Ausgezeichnet bei zwei europäischen Comenius-EduMedia-Wettbewerben als inhaltlich und didaktisch beispielhaft, ist das Buch auch in seiner dritten überarbeiteten und erweiterten Auflage bestens dafür geeignet, während des Studiums und im Beruf im Bereich der Statistik-Grundlagen fit zu werden."
310,Rovigo,None
310,Ende der Durchsage: Gedichte (Sammelband),None
310,"Introductory Statistics by OpenStax (paperback version, B&W)","Introductory Statistics is designed for the one-semester, introduction to statistics course and is geared toward students majoring in fields other than math or engineering. This text assumes students have been exposed to intermediate algebra, and it focuses on the applications of statistical knowledge rather than the theory behind it. The foundation of this textbook is Collaborative Statistics, by Barbara Illowsky and Susan Dean.--Provided by publisher."
310,"A Squirmy, Wormy Surprise (The Friendship Garden)","Anna's fourth grade teacher, Miss Lopez, is strict and seems to dislike her, so when Miss Lopez does not pick her to help with the class garden, Anna realizes she needs to find a way to get on her teacher's good side."
310,Repaso de sintaxis tradicional: ejercicios de autocomprobaci&oacute;n (P),None
310,Manorama Yearbook 2017 (Paperback),None
310,SPSS 12.0 Guide to Data Analysis,"The SPSS (R)12.0 Guide to Data Analysis is a friendly introduction to both data analysis and SPSS, the world's leading desktop statistical software package. Easy-to-understand explanations and in-depth content make this guide both an excellent supplement to other statistics texts and a superb primary text for any introductory data analysis course. With the SPSS (R)12.0 Guide to Data Analysis, you get a jump-start on describing data, testing hypotheses, and examining relationships using SPSS."
310,Study Guide for Use With Statistical Techniques in Business and Economics,None
310,Gl&uuml;ckliche Liebe und andere Gedichte,None
310,Why Politics Matters: An Introduction to Political Science (with CourseReader 0-60: Introduction to Political Science Printed Access Card) (New 1st Editions in Political Science),"Packed with current, global examples, Dooley/Patten's WHY POLITICS MATTERS: AN INTRODUCTION TO POLITICAL SCIENCE, 4th EDITION, explains why politics is important to you -- and how you can get involved. Giving you the building blocks to understand political science, it provides a ""big picture"" of the field as it explores theory, comparative politics, the U.S. government and international relations. Thoroughly updated, it covers the topics you want and need to know about. You'll find comprehensive coverage of abortion rights, the role of women and politics, voting rights, student loan debt and the Biden v. Nebraska (2023) Supreme Court decision, populism, nationalism, political misinformation, U.S. relations with North Korea and China, the impact of climate change on international relations and more. Engaging exercises prompt you to think critically about chapter concepts and put what you learn into practice."
310,"Ich und du und M&uuml;llers Kuh: Kleine Charakterkunde f&uuml;r alle, die sich selbst und andere besser verstehen wollen","Sechs pointierte Charakterskizzen helfen dabei, andere und sich selbst besser einzusch�tzen. Wie ist die emotionale Grundstruktur, wie der kommunikative Stil, wie das typische Verhalten in Beruf und Privatleben? Jeder Mensch ist ein Kosmos, und keiner ist ganz auslotbar. Dennoch können wir einander verstehen, und zwar umso besser, je genauer wir die eigene Charakterprägung und die unseres Gegenübers erfassen. Das Buch entwickelt die »Grundcharaktere« von Fritz Riemann und Karl König weiter und beschreibt sie hinsichtlich ihrer hervorstechendsten Merkmale, ihrer privaten und beruflichen Kommunikationsweisen, ihrer Stärken und Schwächen. Ziel ist ein tieferes Verständnis von uns selbst und unseren Mitmenschen. - Besser kommunizieren im privaten Umfeld - Besser verhandeln im Berufsleben - Eine ebenso lehrreiche wie faszinierende Lektüre Dieses Buch richtet sich an: - Alle, die gut mit ihren Mitmenschen umgehen möchten - Psychologie-Interessierte - Studierende der Psychologie - PsychologInnen und PsychotherapeutInnen »Inwiefern unsere leistungsorientierte Mediengesellschaft bestimmte Charakterzüge fördert und fordert, findet genauso Eingang in ihre Analyse wie die Tatsache, dass ein Mensch sich nie eindeutig einem Typus zuordnen lässt. »Ich und Du und Müllers Kuh« zeugt nicht nur von Fachwissen, sondern auch tiefer Menschenkenntnis und einer Liebe zum Wort ... Ein zugewandtes und doch entlarvendes Buch, das auf angenehm zurückgenommene, ja höfliche Weise den Spiegel vorhält.« Svenja Flaßpöhler, Philosophie Magazin, Oktober/November 2016 »In ihrem wertvollen Büchlein skizziert sie sechs Persönlichkeitstypen. Jeder richte sich auf seine Art in der Welt ein, suche eine Behausung im Charakter. Geprägt durch Anlage und Erziehung werden wir, was wir sind - und bleiben ein Leben lang charakterlich in Bewegung. Wer die eigenen Persönlichkeitsanteile erkennt, kann sich und vielleicht auch andere Menschen besser verstehen.« Vorhang auf, November 2016 »Ein fabelhaftes Büchlein legt die Philosophin und Journalistin Ariadne von Schirach hier vor.« Bärbel Gamerdinger, hospitalhof.de, November 2016 »Ariadne von Schirach hat in einer Vorlesung die sechs ""Grundcharaktere"" aufgegriffen, die die Psychoanalytiker Fritz Riemann und Karl König unterschieden haben. Ergänzt um eigene Beobachtungen legt sie dar, wie wir uns und andere mitsamt aller Stärken und Schwächen besser verstehen können.« emotion, Oktober 2016"
310,"Las Redes de La Corrupcisn. La Lucha de Transparency International, Un Movimiento Mundial (Spanish Edition)",None
310,Ultimate Atlas: Logbook of Spaceship Earth,"With Ultimate Atlas, Theo Deutinger architect, designer and author of the acclaimed Handbook of Tyranny illustrates the basic data of Earth and its inhabitants to create a total portrait of the planet. How can we keep track of everything that happens on the Earth? How can we share this information with its inhabitants, despite their different languages and cultural backgrounds? Expanding on the visions of Buckminster Fuller and Stewart Brand, Ultimate Atlas answers these questions by radically levelling graphic data. Breaking down planet earth into 12 sections, the book gives a page spread to information pertaining to themes like ethnic groups, religions, nuclear warheads, and number of motor vehicles per country. The white pages of the book are divided by vertical black lines, in decreasing percentages from left to right. In this way Ultimate Atlas charts the planet with an impressive simplicity and clarity. The territorial size of Earth's countries; the planet's most commonly spoken languages; the places where the most chickens are raised; all this information is lucidly displayed for ready comprehension. Here is truly ""planet earth in a book."" AUTHOR: Theo Deutinger is an architect, writer and designer of socio-cultural studies. He is founder and head of TD, an office that combines architecture with research, visualisation and conceptual thinking in all scale levels from global planning, urban master plans, architecture to graphical and journalistic work. Deutinger has developed 'Snapshots of Globalization' being multilayered illustrations and maps that represent the world in this very particular moment. He is known for his writings about the transformation of Europe's urban culture through consummation and the influence of media. Deutinger's work is frequently published in various magazines like Mark, Wired, Domus and has been exhibited at various occasions like the Future Fictions exhibition at Z33 in Hasselt (2014), 14th Architecture Biennale in Venice (2014) and the Stedelijk Museum in Amsterdam (2017). Theo Deutinger lectured and kept teaching engagements with institutions like the Bauhaus (Dessau) and Harvard GSD (Cambridge). Currently he is teaching at the Strelka Institute in Moscow and the University of Art and Design in Linz (Austria). 63 images"
310,Statistik f&uuml;r Soziologen,"Einf�hrung in die Statistik: für die soziologische Grundausbildung sowie die benachbarten Fächer- Das Lehrbuch beinhaltet alle wichtigen Themenbereiche der statistischen Grundbildung: von der Einführung in die Grundbegriffe bis zur multivariaten Analyse.- Es vermittelt anschaulich den aktuellen Stand der sozialwissenschaftlichen Statistikausbildung.- Enthalt Kurzportrats der wichtigsten multivariaten Verfahren, Datensatze und Datenarchive.Lehrbücher mit einem klaren Konzept:- zahlreiche Abbildungen und Tabellen veranschaulichen den Lernstoff- Definitionen und Beispiele erleichtern das Lernen- geeignet für die Prüfungsvorbereitung- mit weiterführenden kommentierten Literaturhinweisen und Register"
310,Obra poètica,None
310,World in Figures,None
310,New Book of World Rankings,"This international reference work contains up-to-date listings which compare 200 countries in terms of geography, politics, economy and culture. For each category, a standardized chart ranks countries in relation to each other. Countries are ranked by such variables as birth rate and population density, scientific development, military power, political stability, economy, export growth rate and much more."
310,Pocket World in Figures: 1996 Edition,None
310,Censuses and census takers : a global history,"""This book analyses the international development of the census by comparing the history of census taking on all continents and in many countries. The timeframe is wide, from male censuses in the Bible to current censuses covering the whole population. There is a focus on the efforts and destinies of census takers and the development of methods used to collect information into the census questionnaires. The book highlights international cooperation in census taking, as well as how computerized access to census data facilitates genealogical studies and statistical research on both historical and contemporary societies. It deals with such questions as ""Why did the French and British gentry block efforts at census taking in the 18th century?""; ""What role did German censuses play during Holocaust?""; Why were the Soviet census directors executed as part of the Moscow processes?""; ""Why did US states sue the Census Bureau in the 1970s?""; ""How do wars and revolutions affect census taking?"". The text ends by discussing whether the days of the population census as we know it are numbered, since countries exceedingly construct censuses by combining information from population registers rather than with questionnaires.""--Provided by publisher"
310,Statistics for Business and Economics: Workbook,"Prepared by Mohammad Ahmadi of the University of Tennessee-Chattanooga, the Work Book will provide the student with significant supplementary study materials. It contains an outline and review, and list of formulas for each text chapter, sample exercises with step-by-step solutions, exercises with answers, and a series of self-testing questions with answers."
310,The British to the Antipodes (Great Emigrations Series),"Pickpockets and thieves from the slums of eighteenth-century Britain pioneered Australia: convicts shipped out under governmental and military guard, withou the vital assistance of farmers or skilled craftsmen, without efficient tools or breeding stock, without adequate upplies of clothing, medicine, or food. Yet the settlement survived its first desperate five years, and in the early years of the nineteenth century began to prosper as the great wool industry developed. With the introduction of assisted emigration in the 1830s a stream of British paupers flowed into New South Wales, to be followed twenty years later by an unprecedented influx - the independent and ambitious gold-diggers - seeking their fortunes on the gold-fields of Australia and later New Zealand. By the turn of the century, many first-generation Australian and New Zealanders were anxious to demonstrate their independence. Yet despite the distince national characteristics of each country, arising mainly from the differing emigration patterns, their ties with the 'Old Country' remain. (inside front cover)The Great Emigrations series does not merely cover the dry-as-dust historical facts relating to mass population movements. For history to come alive, one needs above all to know the social implications, the individual human story - the reasons that impelled people to leave their homeland, the successes and tragedies they experienced in adapthing to the hard and challenging life of the pioneer. It is this full rounded story, authenticated by deep research into contermpaorary documents, which is the aim and object of the series."
310,Elternratgeber Legasthenie: Frühzeitig erkennen; Optimal fördern; Gezielt therapieren; Liebevoll begleiten,None
310,Motiviert studieren!,None
310,Legasthenie und ihre Behandlung,None
310,Statactivisme,"Les statistiques nous gouvernent. Argument d’autorité au service des managers, elles mettent en nombres le réel et maquillent des choix qui sont, en fait, politiques. Le parti pris de ce livre, qui rassemble les contributions de sociologues, d’artistes et de militants, procède du judo : prolonger le mouvement de l’adversaire afin de détourner sa force et la lui renvoyer en pleine face, faire de la statistique une arme critique. L’histoire de cette forme de contestation dont Luc Boltanski indique qu’elle permet de formuler des « critiques réformistes » passe d’abord par un retour sur la longue controverse sur l’indice des prix en France, présentée par Alain Desrosières. La deuxième partie du livre s’intéresse à la façon dont on ruse, individuellement et souvent secrètement, avec les règles. L’association Pénombre, composée de statisticiens critiques, y présente une fausse interview du brigadier Yvon Dérouillé, qui explique, face caméra, comment tripatouiller les statistiques de la délinquance. Mais les statistiques peuvent aussi servir à faire exister politiquement, en les rendant visibles, des catégories sociales discriminées. Louis-Georges Tin, président du Conseil représentatif des associations noires, montre comment Victor Schoelcher, au XIXe siècle, mobilisait déjà des arguments quantitatifs pour la défense des droits des Noirs. Une dernière stratégie statactiviste consiste à bâtir des indicateurs alternatifs, tels que le « BIP 40 », qui met en rapport les bénéfices dégagés par l’envolée des cours boursiers et le creusement des inégalités sociales. Ces quatre démarches sont illustrées, avec humour ou sérieux, en texte ou en image, par les contributeurs de cet ouvrage, pour qui « un autre nombre est possible » : ce qu’une logique hégémonique de quantification a instauré, une pratique statactiviste avertie peut chercher à le défaire."
310,minimal,None
310,Tableaux Parisiens,None
310,"Die Adoptivkaiser: Nerva, Trajan, Hadrian, Antoninus Pius, Marc Aurel und Lucius Verus (Geschichte Kompakt)",None
310,Transformation index BTI 2014 : political management in international comparison,"The Bertelsmann Transformation Index (BTI) is a global ranking that analyzes and evaluates development and transformation processes in 128 countries. It provides a comprehensive view of how each of these countries is progressing toward democracy and a market economy, as well as the quality of their political management. Countries selected for in-depth analysis have yet to achieve a fully consolidated democracy and market economy and have populations of more than two million. This edition of the BTI measures and compares transition processes in transformation countries with data collected from 2011-2013 and establishes their global rankings based on detailed country reports. Including descriptive graphics and overviews, the volume summarizes the most important global and regional developments during that time."
310,Ein Raubtier namens Mittelmeer,None
310,Ethische Politikberatung,"Ethische Politikberatung ist zu einer zentralen Notwendigkeit in einer Gesellschaft geworden, die in vielfaltiger Weise uber Ziele der Politik entscheiden kann und muss. Zahlreiche politische Problemlagen und Handlungsfelder, die nicht nur einer wissenschaftlichen, sondern auch einer wertenden Fundierung bedurfen, haben sich erst in der zweiten Halfte des 20. Jahrhunderts aufgetan. Dieses Buch zeigt auf, wie, wo und von welchen Wertvorstellungen gepragt Ethische Politikberatung stattfindet, und stellt erstmals Konturen eines Gesamtkonzeptes einer Ethischen Politikberatung zur Diskussion. Dabei widmet es sich neben den allgemeinen Strukturen einer Ethischen Politikberatung auch den spezifischen Handlungsfeldern der Umweltethik sowie der Bio- und Gesundheitsethik."
310,Produktionstechnische Praxis : Grundlagen chemischer Betriebstechnik,"Work in chemical production requires that technicians, workers and trainees are fully informed on all aspects of industrial processes. This book treats the fundamentals of chemical engineering and contains essential information about materials in piping systems. In addition, reaction techniques and requirements for environmental protection in the chemical industry are provided. This exceptional book is especially valuable for laboratory assistants, technicians and foremen in the chemical industry."
310,O Voto do Brasileiro. Versao Bilingue (Em Portugues do Brasil),None
310,"Die Wasserversorgung antiker Stadte: Mensch und Wasser, Mitteleuropa, Thermen, Bau/Materialien, Hygiene (Geschichte der Wasserversorgung) (German Edition)",None
310,Der Sonne-Mond-Zyklus: ein Schl&uuml;ssel zum Verst&auml;ndnis der Pers&ouml;nlichkeit,None
310,Statisten,None
310,Rede im Studium!: Ein Rhetorikleitfaden für Studierende,"Gekonntes Pr�sentieren und überzeugendes Diskutieren sind Schlüsselqualifikationen für ein erfolgreiches Studium. Die neuen Bachelor- und Master-Studiengänge fordern den Erwerb dieser Fähigkeiten sogar ausdrücklich. Dieser praktische Rhetorikratgeber beschäftigt sich mit sämtlichen mündlichen Situationen, die im Hochschulalltag gemeistert werden müssen und vermittelt Erstsemestern ebenso wie Studierenden kurz vor dem Examen das notwendige Rüstzeug. Kurz und bündig: Alles Wichtige über die Kernkompetenz der mündlichen Kommunikation im Studium!"
310,Utilización del paquete de programas estadísticos : statgraphics en la resolución de problemas prácticos. Aplicación al campo de la geografía y la historia,"El objetivo fundamental del libro es que el alumno sea capaz de adquirir la destreza del manejo de alguno de los programas estadi sticos existentes en el mercado (Statgraphics), con la intencio n de preparar la base de datos tema tica previa al ana lisis informa tico, el acceso a los principales procedimientos estadi sticos y la interpretacio n de los resultados que el programa ofrece."
310,Methodische probleme von mixed-mode-ansätzen in der Umfrageforschung,Der Band vereinigt Beiträge aus der aktuellen Forschung zu Methoden der gleichzeitigen Anwendung unterschiedlicher Kommunikationsformen in einem Survey (sog. Mixed-Mode-Surveys). Mit Survey-Designs dieser Art können verschiedene Ziele verbunden sein. Dazu gehören etwa eine Reduktion der Erhebungskosten und eine Reduktion von Stichprobenverzerrungen. Der vorliegende Band beschäftigt sich mit den Möglichkeiten und Grenzen des Einsatzes dieser Verfahren sowie mit deren Auswirkungen auf verschiedene Aspekte der Datenqualität.
310,Versetzter Stein: Gedichte. Edition Lyrik Kabinett bei Hanser,None
310,Arbeiten zur Reflexivierung,"Der Sammelband behandelt Morphologie und Syntax der Reflexiva unter unterschiedlichen theoretischen Perspektiven (z.B. Minimalismus, Optimalit�tstheorie) im Hinblick auf eine Reihe von Sprachen und unter Fokussierung verschiedener syntaktischer Domänen (wie Satz, NP, AcI). Er repräsentiert somit einen Querschnitt der aktuellen Forschung zum Phänomenbereich. The volume assembles studies on the morphology and syntax of reflexive verbs from a variety of theoretical perspectives (including minimalism and optimality theory), with reference to a number of languages, and focusing on different syntactic domains (clause, NP, AcI). As such, it presents a cross section of present-day research on the field in question."
310,"Georges Perec, dialogue avec Bernard Noël (2 livres + coffret de 4 CD)",None
310,Minima poetica : f eine Poetik des zeitgensischen Gedichts,None
310,Ist mein Kind Legastheniker? Ein Ratgeber zur Lese- und Rechtschreibschwäche,"""Eltern sollten viel mehr für kreative Abwechslung im Tageslauf sorgen und nicht auf die Versprechen irgendwelcher Therapeuten reinfallen"": so wird eine Mutter zitiert, die in 4 1/2 Jahren etwa 30000 Mark für Nachhilfehonorare ausgegeben hat, während dieser Zeit mit ihrem Kind zweimal im Monat bei einem Psychologen und seit 2 Jahren wegen psychosomatischer Beschwerden beim Internisten war. In exakter Arbeit (vgl. E.-M. Soremba: BA 5/95), ohne emotionellen Touch und Verallgemeinerungen, gelingt es dem kompetenten Autor, einem Gymnasiallehrer und Tagesheimbetreuer, der 250 Fragebögen ""Legasthenie-Betroffener"" ausgewertet hat, Eltern und Pädagogen über herkömmliche Diagnostik- und Therapiemethoden aufzuklären, Defizite aufzudecken, individuelle Hilfen anzubieten. Im Anhang Glossar der Fachausdrücke, nützliche Adressen, kleine Auswahl aus zahlreich vorhandener Literatur (Stand Ende 94). (1 S) (Heidi Lotter) Der Gymnasiallehrer informiert über herkömmliche Diagnostik- und Therapiemethoden, deckt Defizite auf und bietet individuelle Hilfen an. (Heidi Lotter)"
310,Jaspa's Journey 2: The Pride of London (Volume 2),"Jaspa and his friends are at it again! This time they embark on a whirlwind tour of London, attempting to solve the riddles of The Path in order to help their new friend Ernest, a Ratses, become a member of the clandestine Ses society known simply as The Pride."
310,Methoden der Statistik: Lehr- und Arbeitsbuch (Studienb&uuml;cher Wirtschaftsmathematik) (German Edition),"Anhand vieler Anwendungsbeispiele aus den Wirtschafts- und Sozialwissenschaften bietet dieses Buch eine praxisorientierte Einführung in die deskriptive und induktive Statistik sowie in die Grundlagen der Wahrscheinlichkeitsrechnung. Es verzichtet weitgehend auf formale Beweise und ist so konzipiert, dass seine Inhalte auch in einer einsemestrigen Veranstaltung behandelt werden können. Knapp 100 klausurtypische Aufgaben mit ausführlichen Lösungen helfen bei der gezielten Prüfungsvorbereitung."
310,Gestaltung betrieblicher Arbeitszeitsysteme : Ein Überblick für die Praxis,"Das Essential bietet einen kompakten Überblick darüber, was mit Hilfe flexibler betrieblicher Arbeitszeitsysteme erreicht werden kann und worauf es bei ihrem Einsatz in Zukunft ganz besonders ankommen wird. Flexible betriebliche Arbeitszeitsysteme sind Regelungsbündel, in deren Rahmen und mit deren Hilfe der Einsatz der Arbeitszeiten der Mitarbeiter bedarfsgerecht gesteuert werden kann. Sämtliche Grundtypen flexibler betrieblicher Arbeitszeitsysteme werden ausführlich mit ihren Vor- und Nachteilen vorgestellt und anhand von Beispielen erläutert. Darüber hinaus zeigt der Autor die wesentlichen Trends der betrieblichen Arbeitszeitgestaltung auf."
310,Statistica per psicologi,None
310,"OECD Factbook 2008: Economic, Environmental, and Social Statistics (Oecd Factbook)","The Factbook is the OECD's most comprehensive and dynamic statistical annual. More than 100 indicators cover a wide range of areas: economy, agriculture, education, energy, environment, foreign aid, health and quality of life, industry, information and communications, population/ labor force, trade and investment, taxation, public expenditure, and R&D. The focus of the 2008 edition is on productivity. Each indicator has a two-page spread: the left page provides a short introductory text followed by a detailed definition of the indicator, comments on comparability of the data, an assessment of related long-term trends, and a list of references for further information; the right page contains a table and a graph that provide--at a glance--the key message conveyed by the data. A dynamic link (StatLink) is provided for each table. It directs the user to a web pagpage where the corresponding data are available in Excel® format."
310,The Gingerbread Man,"The Puppet Company The Gingerbread Man Traditional Story Set includes six finger puppet characters, as well as a beautifully illustrated hardcover book. Make storytime interactive with this traditional story set!"
310,Die Zählung der Welt : Kulturgeschichte der Statistik vom 18. bis 20. Jahrhundert,"Statistik ist heute aus der journalistischen Berichterstattung, der Politik und den Wissenschaften kaum mehr wegzudenken. Sie dient der Erhebung und Strukturierung von Informationen und zur Absicherung von Wissen. Allerdings ist die Statistik kein neutrales Werkzeug, sondern eines, das selbst Wirklichkeit ordnet und organisiert. Der Umgang mit Statistik unterliegt dabei einem historischen Wandel: Die Untersuchung der Entstehung und des Einsatzes von Statistiken gibt daher Aufschluss uber strukturelle Bedingungen von Wissensorganisation und damit verbunden uber die politische Entscheidungsfindung bei der Gestaltung sozialer Wirklichkeit. Die Autorinnen und Autoren untersuchen die Entstehungs- und Verwendungszusammenhange statistischen Wissens vom 18. bis zum 20. Jahrhundert in kulturwissenschaftlicher Perspektive - in so unterschiedlichen Kontexten wie Klima, Schule oder Arbeitsmarkt, wobei neben Deutschland und der Schweiz auch China in den Blick genommen wird. Sichtbar wird dabei, wie statistisches Wissen eingesetzt wird, um soziale Tatbestande zu strukturieren, und wie Statistiken zu einer Deutungsmatrix und einem kommunikativen Code zur Aushandlung sozialer Probleme werden."
310,Logistik : management und strategien,Dem Leser werden eine Fülle gut recherchierter und anschaulich erklärter Informationen zu den wesentlichen Aspekten der Logistik erklärt. Fallbeispiele aus der Logistik-Praxis ergänzen den Fachinhalt auf sinnvolle Weise. Die Neuauflage erfuhr folgende Erweiterungen: Das Kapitel 15 »Die Rolle des Staates in der Verkehrs-Infrastruktur« wurde neu aufgenommen. Das Kapitel 26 zur Tourenplanung wurde um den Aspekt der Zuordnung der Kosten zu den Kunden erweitert. Die empirischen Daten zu Abschnitt IV Transportnetzwerke der Logistik« sind aktualisiert.
310,"Berechnen, Beschreiben : Praktiken statistischen (Nicht-)Wissens, 1750-1850","Der Band versammelt wissens- und wissenschaftshistorische Beiträge aus der Geschichts- und Literaturwissenschaft sowie der Soziologie, die Praktiken der Statistik im Hinblick auf unterschiedliche Weisen der Produktion von (Nicht-)Wissen analysieren. In der Zeit von 1750 bis 1850 orientiert sich die Rede über die Statistik zunehmend an einer Unterscheidung zwischen Operationen des Zählens und Rechnens einerseits und solchen des Beschreibens andererseits. Während Erstere zum Inbegriff einer bald dominant mathematischen Statistik werden, finden die Letzteren Aufnahme im Bereich der Literatur. Als die Zahlenlawine ins Rollen kommt, entsteht gleichzeitig eine Buchstabenflut von Landesbeschreibungen, Reisebildern, Sittengemälden und Sozialreportagen. Diese unterschiedlichen Empirie- und Wissensformen werden in ihrem spannungsreichen Wechselverhältnis betrachtet."
310,City Crime Rankings 2010-2011,"This new edition of City Crime Rankings provides easy-to-understand crime comparisons for cities and metropolitan areas throughout the United States. Numbers, rates, and trends for total crime, violent crime, murder, rape, robbery, aggravated assault, property crime, burglary, larceny-theft, and motor vehicle theft are presented in both alphabetical and rank order for all metro areas and cities of 75,000 or more. Also included are numbers and rates of police in cities. As Americans consistently rate the safety of their communities as a high priority, City Crime Rankings provides essential information in one comprehensive, user-friendly volume. The formula and methodology are discussed in a narrative chapter allowing researchers to cite statistics with context."
310,Qualitative Interviewforschung ein integrativer Ansatz,None
310,"a Legasthenie in Wissenschaft und Unterricht : Leseprozessmodell, Fremdsprachenlegasthenie und Erstlesedidaktik",None
310,Fitzroy Dearborn book of world rankings,"This is the fourth edition of Kurian's highly regarded and widely used research tool, cited previously by the American Library Association as the Outstanding Reference of the Year. The Fitzroy Dearborn Book of World Rankings, 4th edition is designed as an international scorecard that compares and ranks more than 190 nations of the world according to their performance in more than 300 key areas. Sections covered include Geography & Climate, Vital Statistics, Population Dynamics, Race & Religion, Media, and many more. More than 50,000 variables measure national achievement by using no fewer than 300 specific performance yardsticks, making this one of the most comprehensive databases ever attempted in the field of international affairs. Outstanding Reference Source - American Library Association"
310,"Tratamiento de datos con R, Statistica y SPSS",None
310,Liebesnärrin,None
310,Previsioni di lungo periodo: analisi esplorative,None
310,What Family and Friends Can Do,None
310,Tendencias del crecimiento de la poblacion urbana en America Latina,None
310,Características de la distribución espacial en el Gran San Juan estadísticas 2000,None
310,Poems: The Waste Land und weitere Gedichte,"Neben dem Jahrhundertpoem ""The Waste Land"" werden 7 weitere Gedichte des angloamerikanischen Nobelpreisträgers (1888-1965) vorgetragen: In der englischen Originalfassungen T. S. Eliot selbst, die deutschen Übersetzungen lesen einige der besten deutschen Sprecher"
310,"Planning a Precious Goodbye: Following miscarriage, stillbirth, SIDS or infant death",None
310,Ohne Prüfungsangst studieren,"Schwei�ausbrüche, Nervosität und Denkblockaden: Diese Symptome der Prüfungsangst kennen viele Studierende nur allzu gut. Der erfolgreiche Ratgeber hilft nun in zweiter Auflage dabei, das Selbstbewusstsein vor, während und nach Prüfungssituationen Schritt für Schritt nachhaltig zu steigern. Er zeigt außerdem, welche Entspannungstechniken den Körper wieder zur Ruhe bringen und welche Arbeitstechniken das Lernen sinnvoll bereichern. Im Buch ist auch ein Fragebogen zu finden: Er verrät, in welchen Situationen die Prüfungsangst individuell am stärksten ist und welche Kapitel beim Bewältigen helfen. Kurzum: Dieses Buch ist ein sinnvoller Begleiter durch das gesamte Bachelor- oder Masterstudium."
311,"Statistical Methods (College Outline Series,)",None
311,Psychological statistics,None
311,"Statistical methods [as applied to economics, business, psychology, education, and biology",None
311,Applied general statistics,None
311,Elementary Statistical Analysis,"A beginning text especially designed for those who probably will not go in to statistics professionally but who plan to go into the physical, biological, and social sciences. The material presupposes only one semester of elementary mathematical analysis.Originally published in 1948.The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905."
311,Firefighters,None
311,Elementary Statistics : With Applications in Medicine and the Biological Sciences,None
311,Statistics for psychologists,None
311,Statistical concepts: a program for self-instruction,None
311,A primer of statistics for political scientists,None
311,Eddie Enough!,Third-grader Eddie Minetti is always getting in trouble at school until his AD/HD is diagnosed and treated.
311,Qui annule quoi ?. Sur la cancel culture,None
311,Introduction to statistics (International series in decision processes),None
311,Close Your Eyes (Foundations for Reading),None
311,Statistical Theory in Research,None
311,Desert Life,None
311,Canceln: Ein notwendiger Streit,"Was verbirgt sich hinter dem allgegenwärtigen Schlagwort ""Cancel Culture""? Erleben wir in der Literatur eine neue Form der Zensur oder eine längst fällige Sensibilisierung für Diskriminierungen? Gibt es sie wirklich, diese Cancel Culture? Und wenn ja, wer cancelt hier eigentlich wen? In diesem Buch wird gestritten - differenziert, vielstimmig und erhellend."
311,A first course in statistics,"Originally published in 1958, this informative textbook is the first part of a two-volume set, which explores the subject of statistics in full, from elementary to advanced level. Primarily aimed at school students as a course of self-study, this first part focuses on the elementary and contains multiple examples and exercises, predominantly taken from past examination papers so as to meet the requirements of examinations at the time of publication. Chapters cover all of the key topics expected of an elementary-level statistics course; chapter titles include, 'Frequency distributions', 'Averages' and 'The analysis of a time-series'. Notably, the more difficult sections are marked with asterisks and tables of logarithms, antilogarithms, squares and square roots are included for reference. This 'numerical, experimental and practical' book will be of great value to scholars of mathematics as well as to anyone with an interest in physics, economics and the history of education."
311,Saltwater Fishing in Washington,"""The more a person knows about the marine environment and its vast assortment of creatures, apart from the benefits of catching more fish, the better he is able to enjoy an outing...If this book helps make salt water fishing more enjoyable for more West Coast visitors and residents, then we will have accomplished our goal."" -- Preface."
311,"Methods of correlation and regression analysis, linear and curvilinear",None
311,"Diagrams: A Visual Survey of Graphs, Maps, Charts and Diagrams for the Graphic Designer",None
311,Elementary applied statistics: for students in behavioral science,None
311,Elements of Statistical Method,None
311,Leser und Lektüre im 18. Jahrhundert : die Ausleihbücher der Herzog August Bibliothek Wolfenbüttel 1714-1799,None
311,PLAYING WITH DAD(FOUNDATIONS LEVEL 1 THE WRIGHT GROUP),None
