mds_code,bookid,title,description
663,11853756,Brewed Awakening: Behind the Beers and Brewers Leading the World's Craft Brewing Revolution,"Fine wine has always had its expert guides to taste and terroir . Why not beer? Funky, young, and smart, this is the ultimate beer geek's companion, covering everything from the homebrew renaissance to nanobreweries to many of America's preeminent beer events and festivals. There's a revolution brewing among craft beer makers: They're reviving long-forgotten recipes, dosing brews with wild yeasts to create new flavors, and using organic grains and hops to forge a delicious new frontier of beer. And no one's better equipped to tell us what's happening than Joshua M. Bernstein, former Gourmet.com writer and one of the world's foremost beer experts. He covers all of today's top trends, including high-alcohol, bourbon barrel-aged, cask-conditioned, and even gluten-free beers. Designed to look just like Joshua's notebook and featuring labels and photos, this extreme guide is a one-stop shop for cutting-edge beer technology, taste, and information."
663,12086092,Artisan Beer: A Complete Guide to Savoring the World's Finest Beers,"Here is an introduction to the richly diverse world of quality artisan beers. As most beer lovers know, the world of beer has grown far beyond the common Pilsner-style beers brewed by the millions of barrels by conglomerate breweries. Today beers rival wine in complexity, variety, and sophistication. In this book Gary Monterosso explores this new beer landscape to enrich the beer experience for every drinker. The book surveys styles of beer, from ales and lagers to porters, lambics, and stouts, encouraging beer enthusiasts to sample and appreciate unusual beers from around the world. The book looks at pairing beer with food, an intriguing culinary frontier, with advice on beer choices that pair with everything from roast chicken to dark chocolate. One chapter details a ""dream team"" case of 24 beers every beer lover must find and try, for their excellence and singularity. And the author covers how to hold a beer tasting, strategies for maximizing your enjoyment of beer festivals, how to select and store beers for ageing, and much more. Any beer enthusiast will find ARTISAN BEER a rewarding read."
663,12117915,The Vineyard at the End of the World: Maverick Winemakers and the Rebirth of Malbec,"For generations, Argentine wine was famously bad--?oxidized, unpalatable, and often mixed with a low-class French grape called Malbec. But then in 2001, a Cabernet Sauvignon / Malbec blend beat all contenders in a blind taste test featuring Napa and Bordeaux's finest. Today, Argentina and its signature wine are on the tip of every smart traveler's tongue. How did this happen?The Vineyard at the End of the World tells the fascinating, four-hundred-year history of how a wine mecca arose in the high Andean desert. Profiling the outlandish figures who fueled the Malbec revolution--including celebrity enologist Michel Rolland, acclaimed American winemaker Paul Hobbs, and the Mondavi-esque Catena family--Ian Mount describes in colorful detail the nefarious scams, brilliant business innovations, and backroom politics that put Malbec on the map."
663,1231194,Wine Science: The Application of Science in Winemaking {3rd Edition},"This essential and groundbreaking reference gives a comprehensive overview of one of the most fascinating, important, and controversial trends in the world of wine: the scientific and technological innovations that are now influencing how grapes are grown and how wine is made. Jamie Goode, an authority on wine science, details the key scientific developments relating to viticulture and enology, explains the practical application of science to techniques that are used around the world, and explores how these issues are affecting the quality, flavor, and perception of wine. The only complete and accessibly written resource available on the subject, The Science of Wine engagingly discusses a wide range of topics including terroir, the influence of soils on wine flavor, breeding new resistant grape varieties, the effects of climate change on grape growing, the role of yeasts and bacteria in winemaking, and much more. A must-have reference for a wide audience of students, winemakers, wine professionals, and general readers interested in the science of wine."
663,12407160,"The Home Distiller's Workbook: Your Guide to Making Moonshine, Whisky, Vodka, Rum and So Much More! Vol. 1","Moonshine! A word that evokes images of America's outlaw heritage. Making moonshine has been such a huge part of our culture that many historians credit it as one of the cornerstones of our nations foundations.How to make moonshine? Is quite likely the very question that brought you here. A yearning to learn the traditions that are in danger of being forgotten in the modern, digital era.I wrote this book to pass along the knowledge that was taught to me in the hills of Kentucky over 30 years ago. Along the way though I developed my own style. I boiled down what I learned and created a simplified style that any beginner can follow. I've developed designs that can be used right in the comfort of you own kitchen or out back in the woods! The truth is that Moonshining, aka ""Home Distilling"" is a folk art that helped build this country. Together we can make it live again, and have a little fun in the process! And a quick thank you to all my readers who have helped make The Home Distiller the best selling book ever on the art and science of making moonshine.Shine On!"
663,1256322,Burgundy,"A guide designed to enable the reader to engage in Burgundy-buying with confidence and delight. The author includes a revised tasting chapter and has expanded this edition to cover wine-making in the region, from Chablis down to Beaujolais, with the insight of an experienced trader and consumer."
663,1266795,"Wine: The 8,000 Year-Old Story of the Wine Trade","The grape pre-dates humans, so it's hard to know who discovered wine. However, archeological and other discoveries have made it easier to find this out since wine was used to meet spiritual needs. At least, this is the story that is usually told. But when civilization began about 8,000 years ago it didn't take long for wine to move from an instrument of spirituality to a dominant economic power; all it took was the development of trade. Thereafter, the life and death of certain cultures often depended upon the fortunes of wine trading. Wine may have even sparked the earliest wars. Presenting its history from a commercial perspective, Wine reveals how the historically powerful wine trade has been a catalyst in many important developments throughout the ages such as sea mercantilism, early glass blowing, cooperage and cork production, trade fairs and festivals, advertising and promotion, the survival of civilization during the so-called Dark Ages, war financing, placating or pacifying troops, tranquilizing marauders, politics, literature and more."
663,12670847,Drinkology Beer: A Book About the Brew,"""An informative reference about beer styles, touring breweries, beer festivals, beer-cocktail recipes, and recipes for dishes made with beer""--"
663,128113,"Mesa Grill Guide to Tequila: The Quintessence of the Blue Agave and the Finest Brands of Tequila, with 70 Food and Drink Recipes (Essential Connoisseur)","The ultimate guide that covers the history, production, appreciation and use of tequila with every major variety, covering over fifty brands with seventy-five cocktail recipes, tequila-based appetizers, main courses and desserts."
663,13041432,The Wine Region of Rioja,"Rioja, a breathtaking region of northern Spain, produces some of the best wines. This exceptionally beautiful illustrated volume pays tribute to Riojan winemaking and culture--and it is the only wine book endorsed by the Riojan government. Ana Fabiano has traveled the world representing Riojan wines, and this work is the fruit of 20 years of research. She delved into Castilian books, conducted interviews with local experts, and spoke with generations of winemakers. The result is a book from the heart that provides a historical overview of the area along with up-to-the-moment information on each valley, including its bodegas, grape varietals, wines, and producers. To enhance enjoyment of these wonderful wines, Fabiano provides a food section with recipes and pairings."
663,13048842,"IPA: Brewing Techniques, Recipes and the Evolution of India Pale Ale","""Loaded with brewing tips from some of the country's best brewers, IPA covers techniques from water treatment to hopping procedures""--P. [4] of cover."
663,13080518,The finest wines of Rioja and northwest Spain : a regional guide to the best producers and their wines,"Picturesque Rioja, Spain's most prominent wine region, is a new world within a very old world. Winemaking here dates to Roman and medieval times, and today modern wineries designed by Gehry, Calatrava, and other celebrity architects flourish alongside traditional villages. Lavishly illustrated with photographs of the people and landscape and with detailed maps, this guide ranges over a diverse area from Rioja to Navarra, Bierzo, Galicia, and the Basque country as it explores winemaking from the ancient to the traditional and modern. Written by a trio of experts on Spanish wine, it provides insider information on a region home to Spain's finest Tempranillo, its prestigious Albariño, and many other indigenous grape varieties such as Garnacha, Mazuelo, and Viura. The authors look in depth at topics including climate and soil, grape varieties, and viticulture, and profile more than 85 individual wineries. They also include information not available elsewhere: several top ten lists plus ""secret addresses"" for the best restaurants and shops in which to find aged and historic vintages of Rioja."
663,13233396,Inventing Wine: A New History of One of the World's Most Ancient Pleasures,"This work describes the eight thousand year history of wine, chronicling the changes that have taken place in preparation and taste as the ancient world gave way to the scientific, industrial, social, and ideological revolutions of modern times. It tells the story of how wine, as enjoyed by millions of people today, came into existence. Drinking wine can be traced back 8,000 years, yet the wines we drink today are radically different from those made in earlier eras. While its basic chemistry remains largely the same, wine's social roles have changed fundamentally, being invented and reinvented many times over many centuries. Here the author chronicles wine's transformation from a source of spiritual and bodily nourishment to a foodstuff valued for the wide array of pleasures it can provide. He relates how the prototypes of contemporary wines first emerged when people began to have options of what to drink, and he demonstrates that people selected wine for dramatically different reasons than those expressed when doing so was a necessity rather than a choice. During wine's long history, men and women imbued wine with different cultural meanings and invented different cultural roles for it to play. The power of such invention belonged both to those drinking wine and to those producing it. These included tastemakers like the medieval Cistercian monks of Burgundy who first thought of place as an important aspect of wine's identity; nineteenth-century writers such as Grimod de la Reyniere and Cyrus Redding who strived to give wine a rarefied aesthetic status; scientists like Louis Pasteur and Emile Peynaud who worked to help winemakers take more control over their craft; and a host of visionary vintners who aimed to produce better, more distinctive-tasting wines, eventually bringing high-quality wine to consumers around the globe. By charting the changes in both wine's appreciation and its production, the author offers a new way to look at the present as well as the past."
663,13234057,"The Naked Brewer: Fearless Homebrewing Tips, Tricks & Rule-breaking Recipes","""For novice and experienced homebrewers alike, a year's worth of homebrew recipes and how-tos that will arm you with the basic wisdom any homebrewer needs to build their brewing know-how. In The Naked Brewer, Christina Perozzi and Hallie Beaune provide a spectrum of seasonal homebrew recipes with something for every beer-loving palate, from a Black Smoke Pale, Crisp Summer Kolsch, or Honey Chamomile Blonde perfect for summer, to heartier brews like a Pecan Pie Brown, Imperial Blood Red, or Fig and Clove Dubbel. This brewers' handbook will help you master tricks like: * Recipes for easy tinctures, syrups, and preserves that will become unique additions to your homebrew. * The Top 10 Brewing Don'ts that will help you be the most successful brewer possible. * How to make a whiskey barrel-aged beer by adding whiskey-soaked wood cubes to your brew. * How to make a delicious German brew with just a fifteen-minute boil. The Naked Brewer shows you how to make tasty, interesting, and innovative brews in the comfort of your home that you will be proud to share with friends. ""--"
663,13234066,A Treatise on the Brewing of Beer,"This is a new edition of a work on brewing originally published in 1796. With the explosion of interest in the brewing, marketing and consumption of Craft Beer over the last decade or more, there has also been an increased interest in brewing history. Small scalebrewers have delved deeply into the past, reviving the age-old traditions of farm house brewing,small-batch experimentation and a more organic approach to beer and ale creation.With this in mind, we offer this new edition of Mr.Hughes work from 1796, in an effort to reconnect with the traditions and techniques of past times. The reader will find that much of the information and advice is still valid, with much to recommend it."
663,13339718,Brew Like a Pro: Make Pub-Style Draft Beer at Home,"Teaches how to create a home brewery, revealing details about equipment, techniques, brewing materials, and recipes."
663,13348999,James Halliday Australian Wine Companion 2011,"This is a guide for all lovers of Australian wines - who now form the majority of wine drinkers in the UK. It offers tasting notes, vintage-specific star-ratings, background information on particular wines, advice on optimal drinking and suggestions for complementary food dishes."
663,1348127,Ted Saucier's Bottoms Up [With Illustrations by Twelve of America's Most Distinguished Artists],"2011 Reprint of 1951 Illustrated First Edition. Full facsimile of the original edition, not reproduced with Optical Recognition Software. For almost 4 decades, Saucier was the publicist for the Waldorf-Astoria Hotel in New York City. His 1951 cocktail classic book, Bottoms Up includes over 200 drinks, fully indexed, plus twelve risque for the period] illustrations by twelve different artists. A typical review of a cocktail follows the actual recipe: THE LAST WORD: Damrak Gin / Green Chartreuse / Luxardo Maraschino / Lime / Sugar ""This cocktail was introduced around here about thirty years ago by Frank Fogarty, who was very well known in vaudeville. He was called the 'Dublin Minstrel, ' and was a very fine monologue artist."" So wrote Ted Saucier in 1951 when introducing this drink in Bottoms Up. Saucier credits the drink to the Detroit Athletic Club, and if the bartender's recollection is correct, that would place the Last Word as a Prohibition-era cocktail. If that's the case, then the Last Word is one of the finest cocktails to come out of that bleak period in American history. Four ingredients, two of them fairly exotic, working in equal parts to create perfect harmony."
663,13504257,The World of Sicilian Wine,"The World of Sicilian Wine provides wine lovers with a comprehensive understanding of Sicilian wine, from its ancient roots to its modern evolution. Offering a guide and map to exploring Sicily, Bill Nesto, an expert in Italian wine, and Frances Di Savino, a student of Italian culture, deliver a substantive appreciation of a vibrant wine region that is one of Europe's most historic areas and a place where many cultures intersect. From the earliest Greek and Phoenician settlers who colonized the island in the eighth century B.C., the culture of wine has flourished in Sicily. A parade of foreign rulers was similarly drawn to Sicily's fertile land, sun-filled climate, and strategic position in the Mediterranean. The modern Sicilian quality wine industry was reborn in the 1980s and 1990s with the arrival of wines made with established international varieties and state-of-the-art enology. Sicily is only now rediscovering the quality of its indigenous grape varieties, such as Nero d'Avola, Nerello Mascalese, Frappato, Grillo, and distinctive terroirs such as the slopes of Mount Etna."
663,135045,"Brew Like a Monk: Trappist, Abbey, and Strong Belgian Ales and How to Brew Them","Discover what makes the heavenly brews of Belgium so good in this new book by long time Real Beer Page Editor Stan Hieronymus. In Brew Like a Monk, he details the beers and brewing of the famous Trappist producers along with dozens of others from both Belgium and America. Sip along as you read and, if you feel yourself divinely inspired to brew some of your own, try out the tips and recipes as well!"
663,1356783,An Analysis of Brewing Techniques,"Using an analytical, data-based approach, the authors touch on all areas of yeast management and offer an informative discussion on brewing procedures and materials."
663,13640642,Kentucky Bourbon Whiskey: An American Heritage,"On May 4, 1964, Congress designated bourbon as a distinctive product of the United States, and it remains the only spirit produced in this country to enjoy such protection. Its history stretches back almost to the founding of the nation and includes many colorful characters, both well known and obscure, from the hatchet-wielding prohibitionist Carry Nation to George Garvin Brown, who in 1872 created Old Forester, the first bourbon to be sold only by the bottle. Although obscured by myth, the history of bourbon reflects the history of our nation. Historian Michael R. Veach reveals the true story of bourbon in Kentucky Bourbon Whiskey . Starting with the Whiskey Rebellion of the 1790s, he traces the history of this unique beverage through the Industrial Revolution, the Civil War, Prohibition, the Great Depression, and up to the present. Veach explores aspects of bourbon that have been ignored by others, including the technology behind its production, the effects of the Pure Food and Drug Act, and how Prohibition contributed to the Great Depression. The myths surrounding bourbon are legion, but Veach separates fact from legend. While the true origin of the spirit may never be known for certain, he proposes a compelling new theory. With the explosion of super-premium bourbons and craft distilleries and the establishment of the Kentucky Bourbon Trail, interest in bourbon has never been higher. Veach shines a light on its pivotal place in our national heritage, presenting the most complete and wide-ranging history of bourbon available."
663,13773950,"The Curious World of Wine: Facts, Legends, and Lore About the Drink We Love So Much","The Curious World of Wine is a fascinating miscellany about the colorful characters, celebrated places, and quirky events surrounding wine-making. Recounting wine tales that are by turns amusing, surprising, and occasionally a bit naughty, wine expert Richard Vine reveals little-known facts such as: * The oldest vineyard still producing grapes is thought to be in Maribor, Slovenia, where vines up to four hundred years old remain fruitful. * ""Plonk,"" a term used to insult any modestly priced wine, got its name from the French words for white wine--vin blanc, pronounced ""vawn blawnk,"" which was corrupted to ""plawnk"" or ""plonk."" * Thomas Jefferson was so eager to plant native French vines at his Monticello mansion that he nearly went bankrupt fruitlessly hiring experts to defeat a condition that caused European vines to mysteriously die in North American soil. * Touching wineglasses as a toast was originally a deft move to exchange a splash of wine into each other's cup to ensure that neither party was being poisoned. The Curious World of Wine will keep any wine fan entertained and enlightened--from the most erudite connoisseur to Two Buck Chuck devotees."
663,13796024,The Brewers Association&#039;s Guide to Starting Your Own Brewery,"Starting a successful brewery takes more than heart. This Guide delivers essential industry knowledge to brewers aspiring to chart their own course. While America's craft beer renaissance continues, emphasis must remain on producing the highest quality beer -- or the success of the entire industry is jeopardised. This comprehensive guide will help you plan and open a thriving, quality-oriented brewery. It reviews everything that matters, from site selection and branding to regulatory requirements, flooring choices and equipment considerations. Industry veteran Dick Cantwell of Elysian Brewing adeptly covers ingredients, financing, business plans, quality assurance, distribution, wastewater, sustainability practices and more, for prospective brewpub and packaging brewery owners alike. Cantwell walks the reader through the planning and execution required to turn craft brewing dreams into reality."
663,13851357,Maine Beer: Brewing in Vacationland (American Palate),"In the nineteenth and twentieth centuries, Maine was a stronghold for the temperance movement, but the Pine Tree State emerged from Prohibition to create a beer culture that rivals any other in the United States. Early pioneers, like D.L. Geary, established the Northeast's love affair with English-style ales, and today's upstarts brew unique and inventive recipes. Maine brewers create beer for every palate, and Maine's unique flavors--like blueberries, potatoes and even oysters--are frequently featured. Maine beer expert Josh Christie discovers the story of brewing in Vacationland by exploring Maine's large breweries, like Shipyard; its local crafters, like Rising Tide; the budding cider, spirits and mead industries; and, of course, the best places to drink across the state."
663,13897040,The Bluffer's Guide to Beer (Bluffer's Guides),"Instantly acquire all the knowledge you need to prosper in the frothy world of beer appreciation. Never again confuse your grist with your gruit, your wort with your yeast, or your butt with your firkin (108 gallons versus nine gallons, since you ask). Bask in the admiration of your fellow drinkers as you pronounce confidently on the provenance of whatever is in your stein (or mouth), and hold your own against self-professed beer aficionados."
663,13950196,Craft Beer Revolution: The Insider's Guide to B.C. Breweries,"The most detailed collection of craft beer breweries is now more comprehensive than ever! Since the first edition of Craft Beer Revolution was published, fifteen new BC breweries have opened and another eighteen are scheduled to open by the end of 2014. Joe Wiebe, the Thirsty Writer, revisits the established and explores the province's freshest new hoppy IPA's and strong stouts in this completely revised and updated guide. Microbrewing has exploded into a significant figure in the marketplace the market share for artisanal beer climbed to 19 percent in 2013 and craft beer has become prominent in restaurants, taprooms and craft beer converts are carrying home growlers of creative and delicious brews. From the Kootenays to the west coast of Vancouver Island, the craft beer scene is booming. With profiles of BC's finest craft breweries, as well as tap lists, bottle shops and an insider's look at the people behind the kegs and casks, this second edition of Craft Beer Revolution explains how to best experience the beer phenomenon that's sweeping the province."
663,14027213,Fizz: How Soda Shook Up the World,"This social, cultural, and culinary history charts soda's remarkable, world-changing journey from awe-inspiring natural mystery to ubiquity. Off-the-wall and offbeat stories abound, including how quack medicine peddlers spawned some of the world's biggest brands, how fizzy pop cashed in on Prohibition, how soda helped presidents reach the White House, and even how Pepsi influenced Apple's marketing of the iPod. This history of carbonated drinks follows a seemingly simple everyday refreshment as it zinged and pinged over society's taste buds and,"
663,14200184,Canadian Wineries,"The story of Canada's entry into the world of world-class vintages. In the late 1980s, the Canadian wine industry embarked upon a radical transformation. Faced with free trade, the end of government subsidies and Ontario legislation that banned native grape varieties from table wine, vintners got serious about planting and nurturing Old World vinafera varieties. Enriching their own growing experience by drawing on that of the global wine community's winemakers, Canadians began to produce award-winning vintages. Renowned wine writer Tony Aspler has spent much of his career chronicling this impressive rebirth. In Canadian Wineries, he teams up with principal photographer Jean-Fran is Bergeron and his colleagues at Enviro Foto to profile more than 60 of Canada's best wineries. To make a selection from the roughly 560 Canadian wineries currently operating, they imposed strict criteria, taking into account the quality of the wine produced and its sustained quality from vintage to vintage, the winery's influence on the direction and style of the wines in their region, the aesthetic appeal of the winery's property and setting, and regional representation. The result is a gorgeous and compelling journey through British Columbia, Ontario, Quebec and Nova Scotia, where we meet some of the men and women who have dedicated their lives to the art of winemaking, enjoy a bird's eye view of their estates and are invited inside the state-of-the-art facilities where the magic happens. A beautiful appreciation of one of Canada's most inspiring homegrown success stories, Canadian Wineries also includes: Introductory histories to the winemaking traditions in each province Stand-alone profiles of notable Canadian vintners A seasonal guide to visiting wineries The story of ice wine: Canada's gift of winter to the world Ice cider: Quebec's winter wine Photographic essays that showcase the diverse landscapes of Canada's wine regions, fine local dining, local agriculture and regional heritage."
663,14261140,Wines of the New South Africa: Tradition and Revolution,"Sought after by European aristocrats and a favorite of Napoleon Bonaparte, the sweet wines of Constantia in the Cape Colony were considered to be among the world's best during the eighteenth and nineteenth centuries. During the first democratic elections in 1994, South Africa began to re-emerge onto the international wine scene. Tim James, an expert on South African wines, takes the reader on an information-packed tour of the region, showing us how and why the unique combination of terroir and climate, together with dramatic improvements in winemaking techniques, result in wines that are once again winning accolades. James describes important grape varieties and wine styles-from delicate sparkling, to rich fortified, and everything in between-including the varietal blends that produce some of the finest Cape wines. Anchoring his narrative in a rich historical context, James discusses all the major wine regions, from Cederberg to Walker Bay, complete with profiles of more than 150 of the country's finest producers."
663,14274261,"Extreme Wine: Searching the World for the Best, the Worst, the Outrageously Cheap, the Insanely Overpriced, and the Undiscovered","In Extreme Wine, wine economist and best-selling author Mike Veseth circles the globe searching for the best, worst, cheapest, most expensive, and most over-priced wines. Mike seeks out the most outrageous wine people and places and probes the biggest wine booms and busts. Along the way he applauds celebrity wines, tries to find wine at the movies, and discovers wines that are so scarce that they are almost invisible. Why go to such extremes? Because, Mike argues, the world of wine is growing and changing, and if you want to find out what's really happening you can't be afraid to step over the edge. Written with verve and appreciation for all things wine, Extreme Wine will surprise and delight readers."
663,14307781,Postmodern Winemaking: Rethinking the Modern Science of an Ancient Craft,"In Postmodern Winemaking, Clark Smith shares the extensive knowledge he has accumulated in engaging, humorous, and erudite essays that convey a new vision of the winemaker's craft--one that credits the crucial roles played by both science and art in the winemaking process. Smith, a leading innovator in red wine production techniques, explains how traditional enological education has led many winemakers astray--enabling them to create competent, consistent wines while putting exceptional wines of structure and mystery beyond their grasp. Great wines, he claims, demand a personal and creative engagement with many elements of the process. His lively exploration of the facets of postmodern winemaking, together with profiles of some of its practitioners, is both entertaining and enlightening."
663,14370760,Whiskey: Instant Expert,"For men and women who appreciate the finer things in life, our new Instant Expert series is your ready guide to the world's most skilled artisans, culinary connoisseurs, and designers. Written by the leading voices in their fields, each stylishly understated volume is compact enough to slip into your jacket or handbag for an afternoon of sophisticated shopping or conversation. Whiskey is an authoritative guide to savoring the world's most elegant and complex spirit to the fullest. Author and Master of Malt John Lamond guides readers from the distilling process to tasting notes, from single malts to bourbon and elegant blends. Featuring a glossary of important terms and a directory of rare and prestige whiskies to explore in greater depth,Whiskey will make an instant expert out of anyone thirsting for some specialized knowledge."
663,14394093,A Man and his Mountain: The Everyman who Created Kendall-Jackson and Became America&rsquo;s Greatest Wine Entrepreneur,"""A Pulitzer Prize-winning journalist tells the story of the self-made billionaire who built the Kendall-Jackson empire from nothing into the biggest selling brand of premium wines in the U.S. Jess Stonestreet Jackson was one of a small band of pioneering entrepreneurs who put California's wine country on the map. His life story is a compelling slice of history, daring, innovation, feuds, intrigue, talent, mystique, contrarianism, and luck, offering a unique window on the elegant, adventurous, and cut-throat worlds of Jackson's two passions: wine and horseracing. Time after time his decisions would be ignored, derided, then finally envied and imitated, as whole industries watched him become a billionaire and tried to keep up. He reinvented himself at mid-life, and became founder and CEO of Kendall-Jackson. The empire he constructed endures and thrives even after his death in 2011. In A Man and His Mountain, Edward Humes brings us the no-holds barred tale of the brilliant, infuriating, successful man who seemed to win more than his share by staying far ahead of the pack""--"
663,14398422,Proof: The Science of Booze,"Named a Best Science Book of 2014 by Amazon, Wired, the Guardian, and NBC Winner of the 2014 Gourmand Award for Best Spirits Book in the United States Finalist for the 2015 PEN/E. O. Wilson Literary Science Writing Award ""Lively . . . [Rogers's] descriptions of the science behind familiar drinks exert a seductive pull."" — New York Times Humans have been perfecting alcohol production for ten thousand years, but scientists are just starting to distill the chemical reactions behind the perfect buzz. In a spirited tour across continents and cultures, Adam Rogers takes us from bourbon country to the world's top gene-sequencing labs, introducing us to the bars, barflies, and evolving science at the heart of boozy technology. He chases the physics, biology, chemistry, and metallurgy that produce alcohol, and the psychology and neurobiology that make us want it. If you've ever wondered how your drink arrived in your glass, or what it will do to you, Proof makes an unparalleled drinking companion. ""Rogers's book has much the same effect as a good drink. You get a warm sensation, you want to engage with the wider world, and you feel smarter than you probably are. Above all, it makes you understand how deeply human it is to take a drink."" — Wall Street Journal ."
663,14411859,The New Cider Maker's Handbook: A Comprehensive Guide for Craft Producers,"""All around the world, the public's taste for fermented cider has been growing more rapidly than at any time in the past 150 years. At its best, cider is a pure, healthy beverage that reflects both the skill of the cider maker and the quality of the fruit that's used to make it. And with the growing interest in locally grown and artisan foods, many new cideries are springing up all over North America--often started up by passionate amateurs who want to take their craft cider to the next level as small-scale craft producers. To make the very best cider--whether for yourself, your family and friends, or for market--you first need a deep understanding of the processes involved, and the art and science behind them. Fortunately, The New Cider Maker's Handbook is here to help. Author Claude Jolicoeur is a well-known and award-winning amateur cider maker with an inquiring, scientific mind. His book combines the best of traditional knowledge and techniques with the best modern practices to provide today's enthusiasts all they need to produce high-quality ciders. From deep, comprehensive information on all aspects of fermentation to advice on the best apples to grow or source for cider to instructions on how to build your own grater mill or cider press, the author's experience and enthusiasm shine through. Novices will appreciate the overview of the cider-making process that's presented in Part I. But as they develop their skills and confidence, the more in-depth and technical parts of the book will serve as an invaluable reference that will be consulted again and again""--"
663,14459920,"Homemade Liqueurs and Infused Spirits: Innovative Flavor Combinations, Plus Homemade Versions of Kahlúa, Cointreau, and Other Popular Liqueurs","Add your favorite flavors and sweeteners to vodka, brandy, whiskey, and rum to make delicious homemade liqueurs. Andrew Schloss shows you simple techniques for making liqueurs using standard kitchen equipment, providing hundreds of recipes for blending your own flavored spirits with cinnamon, chocolate, honey, peaches, or anything else that might suit your fancy. Learn how easy it is to make your own versions of Baileys, Triple Sec, and Kahlúa, or try your hand at creating new and unique flavor combinations. Cheers!"
663,14469,"Gods, men, and wine","Summary of contents: Vintage on the Douro. Egypt and the Ancient Middle East. Greece and the Aegean. Rome. The Middle Ages. The Renaissance and the Puritan Century. Damaske Water. The Age of Reason. Victorian Triumph.. Drinking in America. Appendix: Wines of Egypt and the Ancient Middle East; Ancient Greek Wines; Ancient Roman Wines; Measures and Money of the Ancient Greek and Roman World; Medieval Wines; Medieval English Vineyards; Renaissance to Modern Wines; Measures, Medieval to Modern."
663,14473700,The Wine Savant: A Guide to the New Wine Culture,"A savvy and opinionated tour of the contemporary world of wine. Today's dynamic wine culture calls for a different kind of wine book. The Wine Savant is just that: punchy, polemical, and brimming with insights to educate and entertain beginning wine drinkers and seasoned oenophiles alike. Never has the wine world had so much to offer, and never have smart decisions about value, quality, grape, and season been so difficult to make. In The Wine Savant , Michael Steinberger tramps through the world of contemporary wine--from three-buck Chuck and bucket-list Bordeaux to bottle speculators and biodynamic wineries--to give the inside scoop on the key concerns facing the new generation of wine lovers: Why is California suddenly cool again? What's really the difference between a 95-point wine and a 94-point wine? Why is Burgundy ascendant and Bordeaux suddenly so passé? What's a biodynamic wine, what's a natural wine, and should you care? Do food and wine pairings still matter? Featuring expert buying guides--including the New Kings of California and the World's Great $25-and-Under Bottles--and tips on tough-to-pair cuisines like Indian and Japanese, The Wine Savant is the perfect guide to today's often-bewildering realm of choice: ferociously opinionated and committed body and soul to enjoying every glass."
663,14533785,Empire of Vines: Wine Culture in America (Nature and Culture in America),"The lush, sun-drenched vineyards of California evoke a romantic, agrarian image of winemaking, though in reality the industry reflects American agribusiness at its most successful. Nonetheless, as author Erica Hannickel shows, this fantasy is deeply rooted in the history of grape cultivation in America. Empire of Vines traces the development of wine culture as grape growing expanded from New York to the Midwest before gaining ascendancy in California ?a progression that illustrates viticulture's centrality to the nineteenth-century American projects of national expansion and the formation of a national culture. Empire of Vines details the ways would-be gentleman farmers, ambitious speculators, horticulturalists, and writers of all kinds deployed the animating myths of American wine culture, including the classical myth of Bacchus, the cult of terroir, and the fantasy of pastoral republicanism. Promoted by figures as varied as horticulturalist Andrew Jackson Downing, novelist Charles Chesnutt, railroad baron Leland Stanford, and Cincinnati land speculator Nicholas Longworth (known as the father of American wine), these myths naturalized claims to land for grape cultivation and legitimated national expansion. Vineyards were simultaneously lush and controlled, bearing fruit at once culturally refined and naturally robust, laying claim to both earthy authenticity and social pedigree. The history of wine culture thus reveals nineteenth-century Americans' fascination with the relationship between nature and culture."
663,14577244,The Great Northeast Brewery Tour: Tap into the Best Craft Breweries in New England and the Mid-Atlantic,"As craft brewing becomes increasingly inventive, with new beers demonstrating remarkable complexity, one region of the United States is particularly notable for its fascinating brewing scene: the Northeast. New England and the Mid-Atlantic boast some of America's most interesting craft breweries--there, beer lovers can discover exceptional brews, lively taprooms, spectacular views, and many other qualities that make the Northeast a must-visit region for anyone interested in craft brewing. In The Great Northeast Brewery Tour , beer expert Ben Keene introduces readers to sixty two of the most incredible breweries in Maine, New Hampshire, Vermont, Massachusetts, Connecticut, Rhode Island, New York, New Jersey, Pennsylvania, Maryland, Delaware, and Washington, D.C. Breweries like Allagash Brewing in Portland, Maine, and Smuttynose Brewing Company in Portsmouth, New Hampshire, allow visitors to tour the facilities, offering an inside look at how great beers are created. Places such as Brewery Ommegang in Cooperstown, New York, where visitors can try delicious Belgian food to accompany Belgian-style ales, and Harpoon Brewery in Boston are surrounded by stunning landscapes. Each brewery discussed is unique and special, much like the region's brewing heritage. Brewery profiles include interesting facts about each brewery and its history, along with useful practical information like directions, nearby accommodations, and local dining options that highlight craft beer. Spectacular full-color photography accompanies each profile, and sidebars throughout the text provide supplementary information on tasting methods, beer styles, and more. The Great Northeast Brewery Tour is an ideal resource for anyone interested in beer, whether you're planning a trip across the Northeast or simply curious to learn more about the region's innovative beer scene."
